"Site","name","label","Year","pointname","infestationname","Count","geometry","dotcolor"
"CBOD_8_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_8","Cold Bay Oxeye Daisy",0,"c(-162.700649860475"," 55.196086121484)"
"CBOD_9_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_9","Cold Bay Oxeye Daisy",4,"c(-162.713212991639"," 55.2067070054571)"
"CBOH_101_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_101","Cold Bay Orange Hawkweed",3,"c(-162.713399327627"," 55.2044472833499)"
"CBOH_103_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_103","Cold Bay Orange Hawkweed",3,"c(-162.716716671434"," 55.2009517871807)"
"CBOH_109_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_109","Cold Bay Orange Hawkweed",0,"c(-162.715600991061"," 55.2007027637691)"
"CBOH_11_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_11","Cold Bay Orange Hawkweed",2,"c(-162.716497535364"," 55.2010855858911)"
"CBOH_112_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_112","Cold Bay Orange Hawkweed",0,"c(-162.716773172096"," 55.2010709554031)"
"CBOH_25_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_25","Cold Bay Orange Hawkweed",0,"c(-162.715693316807"," 55.2006932925965)"
"CBOH_27_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_27","Cold Bay Orange Hawkweed",0,"c(-162.716748879361"," 55.2011578246935)"
"CBOH_28_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_28","Cold Bay Orange Hawkweed",0,"c(-162.716691894271"," 55.2008806804186)"
"CBOH_3_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_3","Cold Bay Orange Hawkweed",0,"c(-162.715765677111"," 55.2006367223163)"
"CBOH_35_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_35","Cold Bay Orange Hawkweed",1,"c(-162.713869661689"," 55.2044497182279)"
"CBOH_4_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_4","Cold Bay Orange Hawkweed",0,"c(-162.716712203393"," 55.2011438472088)"
"CBOH_42_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_42","Cold Bay Orange Hawkweed",5,"c(-162.714428211344"," 55.2006040600797)"
"CBOH_44_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_44","Cold Bay Orange Hawkweed",0,"c(-162.715357130808"," 55.2007798072767)"
"CBOH_45_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_45","Cold Bay Orange Hawkweed",0,"c(-162.714889426609"," 55.2006649763131)"
"CBOH_47_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_47","Cold Bay Orange Hawkweed",0,"c(-162.716325805933"," 55.2010512046593)"
"CBOH_57_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_57","Cold Bay Orange Hawkweed",0,"c(-162.716091324879"," 55.2009566815086)"
"CBOH_59_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_59","Cold Bay Orange Hawkweed",0,"c(-162.716247947903"," 55.2006852163099)"
"CBOH_6_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_6","Cold Bay Orange Hawkweed",9,"c(-162.714497646302"," 55.2006608406517)"
"CBOH_61_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_61","Cold Bay Orange Hawkweed",0,"c(-162.716052863531"," 55.200652058375)"
"CBOH_66_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_66","Cold Bay Orange Hawkweed",0,"c(-162.716769315979"," 55.2012160187256)"
"CBOH_68_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_68","Cold Bay Orange Hawkweed",0,"c(-162.71642610903"," 55.2010109073769)"
"CBOH_69_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_69","Cold Bay Orange Hawkweed",0,"c(-162.715669904943"," 55.2006600407136)"
"CBOH_75_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_75","Cold Bay Orange Hawkweed",0,"c(-162.71589763532"," 55.2007517223261)"
"CBOH_77_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_77","Cold Bay Orange Hawkweed",0,"c(-162.716643846245"," 55.2007908156993)"
"CBOH_80_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_80","Cold Bay Orange Hawkweed",0,"c(-162.716188342083"," 55.2006519375155)"
"CBOH_93_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_93","Cold Bay Orange Hawkweed",0,"c(-162.714630392375"," 55.2005940817722)"
"CBOH_94_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_94","Cold Bay Orange Hawkweed",4,"c(-162.715966788253"," 55.2008714871599)"
"CBOH_97_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_97","Cold Bay Orange Hawkweed",6,"c(-162.715665393474"," 55.2008282211007)"
"CBOH_99_2024","CBOH","Cold Bay Orange Hawkweed","2024","CBOH_99","Cold Bay Orange Hawkweed",1,"c(-162.716885506069"," 55.2009920845981)"
"UGOH_1_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_1","Ugashik Orange Hawkweed",0,"c(-157.018466072996"," 57.5677584989667)"
"UGOH_10_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_10","Ugashik Orange Hawkweed",0,"c(-157.014839298086"," 57.5697169408632)"
"UGOH_101_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_101","Ugashik Orange Hawkweed",4,"c(-157.020327922524"," 57.5667616335653)"
"UGOH_102_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_102","Ugashik Orange Hawkweed",0,"c(-157.014748275502"," 57.5697735336536)"
"UGOH_103_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_103","Ugashik Orange Hawkweed",0,"c(-157.014362654772"," 57.5697158153011)"
"UGOH_104_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_104","Ugashik Orange Hawkweed",1,"c(-157.014747360122"," 57.5697558281209)"
"UGOH_105_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_105","Ugashik Orange Hawkweed",4,"c(-157.014242080823"," 57.5694230705843)"
"UGOH_106_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_106","Ugashik Orange Hawkweed",3,"c(-157.014070901485"," 57.5697054399331)"
"UGOH_107_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_107","Ugashik Orange Hawkweed",0,"c(-157.014769620138"," 57.569569309377)"
"UGOH_108_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_108","Ugashik Orange Hawkweed",0,"c(-157.02130913388"," 57.5667234433505)"
"UGOH_109_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_109","Ugashik Orange Hawkweed",0,"c(-157.020954734688"," 57.5684071510023)"
"UGOH_11_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_11","Ugashik Orange Hawkweed",5,"c(-157.014186361251"," 57.5694748761007)"
"UGOH_110_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_110","Ugashik Orange Hawkweed",2,"c(-157.014696358631"," 57.5695414653506)"
"UGOH_111_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_111","Ugashik Orange Hawkweed",0,"c(-157.017318570318"," 57.5680847225599)"
"UGOH_112_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_112","Ugashik Orange Hawkweed",0,"c(-157.01421190419"," 57.5693073925789)"
"UGOH_113_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_113","Ugashik Orange Hawkweed",1,"c(-157.01423263494"," 57.5693965250009)"
"UGOH_114_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_114","Ugashik Orange Hawkweed",1,"c(-157.019647946131"," 57.5671461615924)"
"UGOH_115_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_115","Ugashik Orange Hawkweed",2,"c(-157.018159626635"," 57.5678699814258)"
"UGOH_116_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_116","Ugashik Orange Hawkweed",0,"c(-157.014640442216"," 57.5696796168632)"
"UGOH_117_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_117","Ugashik Orange Hawkweed",0,"c(-157.020825704"," 57.5684159171194)"
"UGOH_119_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_119","Ugashik Orange Hawkweed",0,"c(-157.021338718773"," 57.5672117530507)"
"UGOH_12_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_12","Ugashik Orange Hawkweed",4,"c(-157.014593851666"," 57.5694416959892)"
"UGOH_120_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_120","Ugashik Orange Hawkweed",0,"c(-157.021208983606"," 57.567959625726)"
"UGOH_13_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_13","Ugashik Orange Hawkweed",0,"c(-157.017896952109"," 57.5679899142648)"
"UGOH_15_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_15","Ugashik Orange Hawkweed",1,"c(-157.018251248394"," 57.5678619792944)"
"UGOH_16_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_16","Ugashik Orange Hawkweed",2,"c(-157.019530782329"," 57.5672503806947)"
"UGOH_19_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_19","Ugashik Orange Hawkweed",0,"c(-157.017930862176"," 57.5679293708547)"
"UGOH_2_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_2","Ugashik Orange Hawkweed",1,"c(-157.015314278007"," 57.5677994653618)"
"UGOH_20_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_20","Ugashik Orange Hawkweed",0,"c(-157.019711247974"," 57.567156992774)"
"UGOH_21_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_21","Ugashik Orange Hawkweed",0,"c(-157.019126391811"," 57.5674400783424)"
"UGOH_22_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_22","Ugashik Orange Hawkweed",0,"c(-157.014612830163"," 57.5698584580216)"
"UGOH_23_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_23","Ugashik Orange Hawkweed",2,"c(-157.017231199675"," 57.5680303275743)"
"UGOH_24_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_24","Ugashik Orange Hawkweed",0,"c(-157.01464899725"," 57.5697665088725)"
"UGOH_25_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_25","Ugashik Orange Hawkweed",2,"c(-157.02138424241"," 57.5670068208025)"
"UGOH_26_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_26","Ugashik Orange Hawkweed",0,"c(-157.014371606797"," 57.5684638048986)"
"UGOH_27_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_27","Ugashik Orange Hawkweed",0,"c(-157.018094821373"," 57.5678926288738)"
"UGOH_28_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_28","Ugashik Orange Hawkweed",0,"c(-157.014630517984"," 57.5695172953993)"
"UGOH_29_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_29","Ugashik Orange Hawkweed",0,"c(-157.020059343433"," 57.5669603978073)"
"UGOH_3_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_3","Ugashik Orange Hawkweed",5,"c(-157.01420226867"," 57.5693795950874)"
"UGOH_30_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_30","Ugashik Orange Hawkweed",4,"c(-157.014552904526"," 57.5682442646747)"
"UGOH_31_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_31","Ugashik Orange Hawkweed",0,"c(-157.018383187488"," 57.5677446295836)"
"UGOH_32_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_32","Ugashik Orange Hawkweed",0,"c(-157.014013469757"," 57.5697840909041)"
"UGOH_33_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_33","Ugashik Orange Hawkweed",0,"c(-157.013515486176"," 57.5705337097254)"
"UGOH_34_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_34","Ugashik Orange Hawkweed",0,"c(-157.021271420844"," 57.5674134568304)"
"UGOH_35_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_35","Ugashik Orange Hawkweed",1,"c(-157.020768517727"," 57.5664931248208)"
"UGOH_36_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_36","Ugashik Orange Hawkweed",0,"c(-157.02102361783"," 57.5682249989871)"
"UGOH_37_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_37","Ugashik Orange Hawkweed",0,"c(-157.014506309453"," 57.5697103976544)"
"UGOH_38_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_38","Ugashik Orange Hawkweed",3,"c(-157.018634667355"," 57.5676354607925)"
"UGOH_39_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_39","Ugashik Orange Hawkweed",1,"c(-157.014763986388"," 57.5697920951576)"
"UGOH_4_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_4","Ugashik Orange Hawkweed",0,"c(-157.012154263695"," 57.5709105981475)"
"UGOH_40_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_40","Ugashik Orange Hawkweed",0,"c(-157.016518084783"," 57.5694165496734)"
"UGOH_41_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_41","Ugashik Orange Hawkweed",4,"c(-157.021249412567"," 57.5666091252768)"
"UGOH_42_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_42","Ugashik Orange Hawkweed",0,"c(-157.021186090407"," 57.5665533557513)"
"UGOH_43_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_43","Ugashik Orange Hawkweed",0,"c(-157.015111090257"," 57.5694522345005)"
"UGOH_44_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_44","Ugashik Orange Hawkweed",1,"c(-157.014031202828"," 57.5696441355765)"
"UGOH_46_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_46","Ugashik Orange Hawkweed",0,"c(-157.019426754795"," 57.5673131065905)"
"UGOH_47_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_47","Ugashik Orange Hawkweed",5,"c(-157.014323244901"," 57.5693586214237)"
"UGOH_49_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_49","Ugashik Orange Hawkweed",0,"c(-157.018344263725"," 57.5677644095644)"
"UGOH_5_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_5","Ugashik Orange Hawkweed",0,"c(-157.015906941945"," 57.5683450069141)"
"UGOH_50_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_50","Ugashik Orange Hawkweed",0,"c(-157.012523401914"," 57.5708567681634)"
"UGOH_51_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_51","Ugashik Orange Hawkweed",1,"c(-157.014917784326"," 57.5697264465164)"
"UGOH_53_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_53","Ugashik Orange Hawkweed",4,"c(-157.018560650602"," 57.5676759784146)"
"UGOH_54_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_54","Ugashik Orange Hawkweed",0,"c(-157.020911821616"," 57.5683164767491)"
"UGOH_55_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_55","Ugashik Orange Hawkweed",0,"c(-157.021322034592"," 57.5670577050688)"
"UGOH_56_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_56","Ugashik Orange Hawkweed",0,"c(-157.01502882591"," 57.5693415086678)"
"UGOH_57_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_57","Ugashik Orange Hawkweed",0,"c(-157.014722279894"," 57.5698552885248)"
"UGOH_58_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_58","Ugashik Orange Hawkweed",0,"c(-157.015046647476"," 57.5694016608772)"
"UGOH_6_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_6","Ugashik Orange Hawkweed",0,"c(-157.02117683376"," 57.5673915259741)"
"UGOH_60_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_60","Ugashik Orange Hawkweed",6,"c(-157.015939243402"," 57.5677710183648)"
"UGOH_61_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_61","Ugashik Orange Hawkweed",0,"c(-157.014998882497"," 57.5694248200575)"
"UGOH_62_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_62","Ugashik Orange Hawkweed",3,"c(-157.014283748422"," 57.5691045902648)"
"UGOH_63_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_63","Ugashik Orange Hawkweed",0,"c(-157.018802359342"," 57.5675623006827)"
"UGOH_64_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_64","Ugashik Orange Hawkweed",6,"c(-157.015788220346"," 57.5677798527757)"
"UGOH_65_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_65","Ugashik Orange Hawkweed",2,"c(-157.014824165943"," 57.569810628425)"
"UGOH_66_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_66","Ugashik Orange Hawkweed",0,"c(-157.017769172092"," 57.568019745968)"
"UGOH_67_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_67","Ugashik Orange Hawkweed",0,"c(-157.021102535297"," 57.5680970408424)"
"UGOH_68_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_68","Ugashik Orange Hawkweed",0,"c(-157.015093882229"," 57.5678406053997)"
"UGOH_69_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_69","Ugashik Orange Hawkweed",9,"c(-157.014048397505"," 57.5698159996785)"
"UGOH_7_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_7","Ugashik Orange Hawkweed",1,"c(-157.014815231965"," 57.5697966760339)"
"UGOH_70_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_70","Ugashik Orange Hawkweed",0,"c(-157.017517476987"," 57.5680919403764)"
"UGOH_71_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_71","Ugashik Orange Hawkweed",1,"c(-157.014864978642"," 57.56796983815)"
"UGOH_72_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_72","Ugashik Orange Hawkweed",2,"c(-157.018178268045"," 57.5678781087467)"
"UGOH_73_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_73","Ugashik Orange Hawkweed",3,"c(-157.021303073514"," 57.5666654473404)"
"UGOH_74_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_74","Ugashik Orange Hawkweed",9,"c(-157.015791765787"," 57.5694047969364)"
"UGOH_75_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_75","Ugashik Orange Hawkweed",1,"c(-157.013005655595"," 57.5707457048373)"
"UGOH_76_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_76","Ugashik Orange Hawkweed",0,"c(-157.020859157326"," 57.5682963294554)"
"UGOH_77_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_77","Ugashik Orange Hawkweed",7,"c(-157.018269267823"," 57.5678110601701)"
"UGOH_79_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_79","Ugashik Orange Hawkweed",0,"c(-157.017636184026"," 57.5680927998208)"
"UGOH_8_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_8","Ugashik Orange Hawkweed",0,"c(-157.021312538927"," 57.567051457482)"
"UGOH_80_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_80","Ugashik Orange Hawkweed",8,"c(-157.021400682522"," 57.5669644477492)"
"UGOH_81_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_81","Ugashik Orange Hawkweed",0,"c(-157.021198354346"," 57.5670820656982)"
"UGOH_83_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_83","Ugashik Orange Hawkweed",1,"c(-157.01993643361"," 57.567037878094)"
"UGOH_84_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_84","Ugashik Orange Hawkweed",0,"c(-157.019613174347"," 57.5671779560485)"
"UGOH_85_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_85","Ugashik Orange Hawkweed",0,"c(-157.018908193614"," 57.567506501536)"
"UGOH_87_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_87","Ugashik Orange Hawkweed",0,"c(-157.017619542805"," 57.5681241411348)"
"UGOH_88_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_88","Ugashik Orange Hawkweed",4,"c(-157.01601692531"," 57.5678711251704)"
"UGOH_89_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_89","Ugashik Orange Hawkweed",0,"c(-157.014685051875"," 57.5696162155391)"
"UGOH_9_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_9","Ugashik Orange Hawkweed",0,"c(-157.021264504478"," 57.5671966210645)"
"UGOH_90_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_90","Ugashik Orange Hawkweed",0,"c(-157.017875556626"," 57.5680392747259)"
"UGOH_91_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_91","Ugashik Orange Hawkweed",0,"c(-157.021302717631"," 57.5676736287007)"
"UGOH_92_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_92","Ugashik Orange Hawkweed",1,"c(-157.01472233911"," 57.5696262021335)"
"UGOH_93_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_93","Ugashik Orange Hawkweed",0,"c(-157.019037804195"," 57.5674620468274)"
"UGOH_94_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_94","Ugashik Orange Hawkweed",0,"c(-157.018718286455"," 57.5676301790586)"
"UGOH_95_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_95","Ugashik Orange Hawkweed",9,"c(-157.015688663292"," 57.5694147571728)"
"UGOH_96_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_96","Ugashik Orange Hawkweed",0,"c(-157.021327441602"," 57.5670706940137)"
"UGOH_97_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_97","Ugashik Orange Hawkweed",7,"c(-157.014115"," 57.569504)"
"UGOH_98_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_98","Ugashik Orange Hawkweed",0,"c(-157.018017419506"," 57.5680029926651)"
"UGOH_99_2024","UGOH","Ugashik Orange Hawkweed","2024","UGOH_99","Ugashik Orange Hawkweed",0,"c(-157.020909274143"," 57.5685821660402)"
